RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,2016-06-30
631,1518,Mason County,County,WV,WV,Point Pleasant,54,53,71181
93,1519,Ashe County,County,NC,NC,,37,9,180091
2327,1520,Hardeman County,County,TN,TN,,47,69,76441
1955,1521,Orleans County,County,VT,VT,,50,19,146407
2669,1522,Codington County,County,SD,SD,Watertown,46,29,172320
1437,1523,Toombs County,County,GA,GA,Vidalia,13,279,85167
937,1524,Cibola County,County,NM,NM,Grants,35,6,79476
779,1525,Upson County,County,GA,GA,Thomaston,13,293,70988
806,1526,White County,County,GA,GA,,13,311,160580
769,1527,Union County,County,MS,MS,,28,145,98799
378,1528,Baker County,County,FL,FL,Jacksonville,12,3,152793
1169,1529,Marion County,County,MS,MS,,28,91,94624
599,1530,Lewis County,County,NY,NY,,36,49,109484
1004,1531,Elmore County,County,ID,ID,Mountain Home,16,39,144900
2688,1532,Edgefield County,County,SC,SC,Augusta-Richmond County,45,37,135908
374,1533,Anson County,County,NC,NC,,37,7,64720
122,1534,Clay County,County,IN,IN,Terre Haute,18,21,85795
646,1535,Mingo County,County,WV,WV,,54,59,
608,1536,Logan County,County,KY,KY,,21,141,86566
1034,1537,Geneva County,County,AL,AL,Dothan,1,61,75552
1128,1538,Juneau County,County,WI,WI,,55,57,104927
1660,1539,De Soto Parish,County,LA,LA,Shreveport-Bossier City,22,31,158567
1066,1540,Grimes County,County,TX,TX,,48,185,131084
1274,1541,Oceana County,County,MI,MI,,26,127,121845
2974,1542,Montgomery County,County,KY,KY,Mount Sterling,21,173,107803
2550,1543,Somerset County,County,MD,MD,Salisbury,24,39,110529
1808,1544,Jackson County,County,OK,OK,Altus,40,65,56386
1215,1545,Monroe County,County,GA,GA,Macon-Bibb County,13,207,168946
1453,1546,Uvalde County,County,TX,TX,Uvalde,48,463,105726
3133,1547,San Jacinto County,County,TX,TX,,48,407,119426
391,1548,Boone County,County,IA,IA,Boone,19,15,125177
2455,1549,Nicholas County,County,WV,WV,,54,67,62149
3263,1550,Winchester City,County,VA,VA,Winchester,51,840,186274
2557,1551,Stephens County,County,GA,GA,Toccoa,13,257,90838
2493,1552,Randolph County,County,IN,IN,,18,135,71162
2683,1553,Dickinson County,County,MI,MI,Iron Mountain,26,43,86655
2653,1554,Cheboygan County,County,MI,MI,,26,31,115129
1633,1555,Coahoma County,County,MS,MS,Clarksdale,28,27,53283
2738,1556,Jefferson County,County,ID,ID,Idaho Falls,16,51,190743
2467,1557,Ouachita County,County,AR,AR,Camden,5,103,47929
2965,1558,Mille Lacs County,County,MN,MN,Minneapolis-St. Paul-Bloomington,27,95,146838
865,1559,Benton County,County,IA,IA,Cedar Rapids,19,11,139975
1924,1560,McNairy County,County,TN,TN,,47,109,77607
1081,1561,Hardin County,County,TN,TN,,47,71,103578
2652,1562,Chattooga County,County,GA,GA,Summerville,13,55,69352
746,1563,Texas County,County,MO,MO,,29,215,104441
2278,1564,Franklin County,County,KS,KS,Ottawa,20,59,117327
2187,1565,Cherokee County,County,AL,AL,,1,19,104983
2205,1566,Cleburne County,County,AR,AR,,5,23,134100
2898,1567,Charlevoix County,County,MI,MI,,26,29,139885
688,1568,Posey County,County,IN,IN,Evansville,18,129,130114
405,1569,Brown County,County,MN,MN,New Ulm,27,15,134292
568,1570,Iosco County,County,MI,MI,,26,69,77978
248,1571,Lyon County,County,MN,MN,Marshall,27,83,130804
809,1572,White County,County,TN,TN,,47,185,101082
939,1573,Clarke County,County,AL,AL,,1,25,81540
370,1574,Allen Parish,County,LA,LA,,22,3,69086
774,1575,Union County,County,OR,OR,La Grande,41,61,168428
1732,1576,Grayson County,County,KY,KY,,21,85,79661
1664,1577,Decatur County,County,IN,IN,Greensburg,18,31,127069
1725,1578,Gladwin County,County,MI,MI,,26,51,101109
2268,1579,Fluvanna County,County,VA,VA,Charlottesville,51,65,201010
351,1580,Adair County,County,MO,MO,Kirksville,29,1,97582
89,1581,Lee County,County,VA,VA,,51,105,71153
1817,1582,Johnson County,County,AR,AR,,5,71,85806
2807,1583,Montezuma County,County,CO,CO,,8,83,234901
1521,1584,Audrain County,County,MO,MO,Mexico,29,7,85500
2571,1585,Tattnall County,County,GA,GA,,13,267,93407
2540,1586,Seminole County,County,OK,OK,,40,133,48533
1389,1587,Shelby County,County,TX,TX,,48,419,96919
636,1588,Meade County,County,SD,SD,Rapid City,46,93,195929
2606,1589,Abbeville County,County,SC,SC,Greenwood,45,1,102709
2494,1590,Randolph County,County,MO,MO,Moberly,29,175,80681
816,1591,Yates County,County,NY,NY,Rochester,36,123,134342
2487,1592,Prentiss County,County,MS,MS,,28,117,84158
2854,1593,Tillamook County,County,OR,OR,,41,57,285650
114,1594,Cass County,County,NE,NE,Omaha-Council Bluffs,31,25,168914
785,1595,Wasco County,County,OR,OR,The Dalles,41,65,202203
176,1595,Hart County,County,GA,GA,,13,147,149013
3062,1597,Washington County,County,MO,MO,,29,221,80868
243,1598,Luna County,County,NM,NM,Deming,35,29,96482
526,1599,Grady County,County,GA,GA,,13,131,109447
2481,1600,Plymouth County,County,IA,IA,Sioux City,19,149,146666
2603,1601,Woodford County,County,KY,KY,Lexington-Fayette,21,239,166543
1363,1602,Saline County,County,IL,IL,,17,165,62296
3050,1603,Washington County,County,FL,FL,,12,133,91164
320,1604,Todd County,County,MN,MN,,27,153,112161
2660,1605,Churchill County,County,NV,NV,Fallon,32,1,179542
2705,1606,Gillespie County,County,TX,TX,Fredericksburg,48,171,272606
703,1607,Salem City,County,VA,VA,Roanoke,51,775,159409
1120,1608,Jasper County,County,SC,SC,Hilton Head Island-Bluffton-Beaufort,45,53,153745
642,1609,Milam County,County,TX,TX,,48,331,110324
1207,1610,Miller County,County,MO,MO,,29,131,110819
1868,1611,Lincoln County,County,KY,KY,Danville,21,137,91421
2400,1612,Manistee County,County,MI,MI,,26,101,106792
2233,1613,Crawford County,County,MO,MO,,29,55,113174
1773,1614,Hickman County,County,TN,TN,Nashville-Davidson--Murfreesboro--Franklin,47,81,111472
2342,1615,Hertford County,County,NC,NC,,37,91,106026
533,1616,Grant County,County,KY,KY,Cincinnati,21,81,130535
808,1617,White County,County,IN,IN,,18,181,107539
1829,1618,Juniata County,County,PA,PA,,42,67,139263
398,1619,Boone County,County,WV,WV,Charleston,54,5,57594
2483,1620,Poinsett County,County,AR,AR,Jonesboro,5,111,55429
1705,1621,Fayette County,County,TX,TX,,48,149,195337
2211,1622,Columbia County,County,AR,AR,Magnolia,5,27,73359
1857,1623,Letcher County,County,KY,KY,,21,133,36003
1422,1624,Taylor County,County,KY,KY,Campbellsville,21,217,89490
1180,1625,Martin County,County,NC,NC,,37,117,77170
2597,1626,Waushara County,County,WI,WI,,55,137,125171
2101,1627,Winston County,County,AL,AL,,1,133,96347
2375,1628,Lamoille County,County,VT,VT,,50,15,237376
2838,1629,Roscommon County,County,MI,MI,,26,143,72162
981,1630,Dawson County,County,NE,NE,Lexington,31,47,97889
3283,1631,Fredericksburg City,County,VA,VA,Washington-Arlington-Alexandria,51,630,289717
1700,1632,Fayette County,County,IN,IN,Connersville,18,41,71397
891,1633,Bremer County,County,IA,IA,Waterloo-Cedar Falls,19,17,150783
1451,1634,Upshur County,County,WV,WV,,54,97,86856
1360,1635,Sabine Parish,County,LA,LA,,22,85,96419
729,1636,Stark County,County,ND,ND,Dickinson,38,89,255556
708,1637,Scott County,County,IN,IN,Louisville/Jefferson County,18,143,92724
1297,1638,Otsego County,County,MI,MI,,26,137,115971
1406,1639,Sumner County,County,KS,KS,Wichita,20,191,83280
2155,1640,Buchanan County,County,VA,VA,,51,27,57102
2387,1641,Lawrence County,County,SD,SD,Spearfish,46,81,201858
892,1642,Brooke County,County,WV,WV,Weirton-Steubenville,54,9,74401
267,1643,Page County,County,VA,VA,,51,139,148932
2797,1644,Menominee County,County,MI,MI,Marinette,26,109,68333
2715,1645,Hampshire County,County,WV,WV,Winchester,54,27,142791
2696,1646,Fairfield County,County,SC,SC,Columbia,45,39,74672
261,1647,Ohio County,County,KY,KY,,21,183,76555
594,1648,Leake County,County,MS,MS,,28,79,86125
1307,1649,Panola County,County,TX,TX,,48,365,127443
2107,1649,Wyoming County,County,WV,WV,,54,109,38251
3271,1651,West Baton Rouge Parish,County,LA,LA,Baton Rouge,22,121,171295
637,1652,Meigs County,County,OH,OH,,39,105,63277
3230,1653,Staunton City,County,VA,VA,Staunton-Waynesboro,51,790,143710
1785,1654,Houston County,County,TX,TX,,48,225,90872
1603,1655,Caswell County,County,NC,NC,,37,33,95702
190,1656,Iowa County,County,WI,WI,Madison,55,49,149338
1010,1657,Fannin County,County,GA,GA,,13,111,201448
421,1658,Butts County,County,GA,GA,Atlanta-Sandy Springs-Roswell,13,35,110331
3097,1659,King George County,County,VA,VA,,51,99,273212
833,1660,Antrim County,County,MI,MI,,26,9,142423
2677,1661,Currituck County,County,NC,NC,Virginia Beach-Norfolk-Newport News,37,53,288598
2071,1662,Wasatch County,County,UT,UT,Heber,49,51,365790
1959,1663,Osceola County,County,MI,MI,,26,133,68080
699,1664,Routt County,County,CO,CO,Steamboat Springs,8,107,452850
2435,1665,Mitchell County,County,GA,GA,,13,205,76879
91,1666,Ray County,County,MO,MO,Kansas City,29,177,103407
461,1667,Crisp County,County,GA,GA,Cordele,13,81,84711
2884,1668,Assumption Parish,County,LA,LA,,22,7,134136
2357,1669,Itawamba County,County,MS,MS,Tupelo,28,57,89639
2781,1670,Limestone County,County,TX,TX,,48,293,88598
1947,1671,Nodaway County,County,MO,MO,Maryville,29,147,121047
1365,1671,Saline County,County,MO,MO,Marshall,29,195,83885
3217,1673,Prince Edward County,County,VA,VA,,51,147,153618
1398,1674,Starke County,County,IN,IN,,18,149,99524
1823,1675,Johnson County,County,KY,KY,,21,115,70774
1427,1676,Teller County,County,CO,CO,Colorado Springs,8,119,259673
700,1677,Rowan County,County,KY,KY,,21,205,105871
415,1678,Burke County,County,GA,GA,Augusta-Richmond County,13,33,78613
1193,1679,Meeker County,County,MN,MN,,27,93,133320
715,1680,Scott County,County,VA,VA,Kingsport-Bristol-Bristol,51,169,72759
1517,1681,Aransas County,County,TX,TX,Corpus Christi,48,7,192183
2277,1682,Franklin County,County,IN,IN,,18,47,148581
1001,1683,Elbert County,County,CO,CO,Denver-Aurora-Lakewood,8,39,424154
2420,1684,McDonald County,County,MO,MO,Fayetteville-Springdale-Rogers,29,119,99802
1212,1685,Monroe County,County,AL,AL,,1,99,53117
3117,1686,Plaquemines Parish,County,LA,LA,New Orleans-Metairie,22,75,262840
438,1687,Clark County,County,AR,AR,Arkadelphia,5,19,73072
1124,1688,Jersey County,County,IL,IL,St. Louis,17,83,110453
1378,1689,Seward County,County,KS,KS,Liberal,20,175,102856
925,1689,Cassia County,County,ID,ID,Burley,16,31,141420
1778,1691,Hockley County,County,TX,TX,Levelland,48,219,97424
100,1692,Bibb County,County,AL,AL,Birmingham-Hoover,1,7,107129
2489,1693,Randolph County,County,AL,AL,,1,111,85336
3214,1694,Pointe Coupee Parish,County,LA,LA,Baton Rouge,22,77,182380
768,1695,Union Parish,County,LA,LA,Monroe,22,111,86172
605,1696,Logan County,County,CO,CO,Sterling,8,75,149974
352,1697,Adair County,County,OK,OK,,40,1,68652
2945,1698,Jo Daviess County,County,IL,IL,,17,85,158140
2308,1699,Grainger County,County,TN,TN,Knoxville,47,57,115828
1966,1700,Payette County,County,ID,ID,Ontario,16,75,150298
2135,1701,Barnwell County,County,SC,SC,,45,11,83899
2104,1702,Wyandot County,County,OH,OH,,39,175,89342
2716,1703,Hempstead County,County,AR,AR,Hope,5,57,64768
1693,1704,Emanuel County,County,GA,GA,,13,107,63628
3209,1705,Hopewell City,County,VA,VA,Richmond,51,670,109345
1036,1706,George County,County,MS,MS,,28,39,111250
1419,1707,Taylor County,County,FL,FL,,12,123,89523
3162,1708,Fairfax City,County,VA,VA,Washington-Arlington-Alexandria,51,600,478318
167,1709,Gray County,County,TX,TX,Pampa,48,179,57334
2111,1710,Yankton County,County,SD,SD,Yankton,46,135,148515
2599,1711,Williams County,County,ND,ND,Williston,38,105,249929
1914,1712,Mahaska County,County,IA,IA,Oskaloosa,19,123,108791
1123,1713,Jerome County,County,ID,ID,Twin Falls,16,53,138339
466,1714,Curry County,County,OR,OR,Brookings,41,15,289468
1383,1715,Shelby County,County,IL,IL,,17,173,90550
604,1716,Logan County,County,AR,AR,,5,83,68775
676,1717,Perry County,County,IL,IL,,17,145,66983
2936,1718,Hood River County,County,OR,OR,Hood River,41,27,369694
979,1719,Dawson County,County,GA,GA,Atlanta-Sandy Springs-Roswell,13,85,218278
163,1720,Gage County,County,NE,NE,Beatrice,31,67,91079
534,1721,Grant Parish,County,LA,LA,Alexandria,22,43,120596
3010,1722,Rockbridge County,County,VA,VA,,51,163,186244
558,1723,Henry County,County,MO,MO,,29,83,
623,1724,Macon County,County,TN,TN,Nashville-Davidson--Murfreesboro--Franklin,47,111,87442
1433,1725,Tippah County,County,MS,MS,,28,139,74253
714,1726,Scott County,County,TN,TN,,47,151,77010
339,1727,Yell County,County,AR,AR,Russellville,5,149,73295
2941,1728,Hutchinson County,County,TX,TX,Borger,48,233,62488
1699,1729,Fayette County,County,IL,IL,,17,51,74854
2096,1730,Willacy County,County,TX,TX,Raymondville,48,489,55705
1535,1731,Beckham County,County,OK,OK,Elk City,40,9,95554
3127,1733,Saint James Parish,County,LA,LA,New Orleans-Metairie,22,93,111050
3111,1734,Northampton County,County,NC,NC,Roanoke Rapids,37,131,61060
2273,1735,Franklin County,County,GA,GA,,13,119,121498
1960,1736,Overton County,County,TN,TN,Cookeville,47,133,99353
2963,1737,Meriwether County,County,GA,GA,Atlanta-Sandy Springs-Roswell,13,199,84489
1237,1738,Morgan County,County,TN,TN,Knoxville,47,129,89810
1739,1739,Grenada County,County,MS,MS,Grenada,28,43,
651,1740,Moore County,County,TX,TX,Dumas,48,341,98882
2423,1741,McDuffie County,County,GA,GA,Augusta-Richmond County,13,189,99537
839,1742,Ashley County,County,AR,AR,,5,3,46423
482,1743,Dodge County,County,GA,GA,,13,91,71583
758,1744,Tyler County,County,TX,TX,,48,457,88534
2475,1745,Phillips County,County,AR,AR,Helena-West Helena,5,107,31935
124,1746,Clay County,County,KY,KY,,21,51,57885
2751,1747,Jefferson County,County,OR,OR,,41,31,175927
1885,1747,Lincoln County,County,WV,WV,Huntington-Ashland,54,43,68339
1266,1747,Newton County,County,MS,MS,,28,101,86275
2707,1750,Goochland County,County,VA,VA,Richmond,51,75,295261
2390,1751,Leelanau County,County,MI,MI,Traverse City,26,89,280898
3052,1752,Washington County,County,IA,IA,Iowa City,19,183,131074
1278,1753,Ogemaw County,County,MI,MI,,26,129,84098
812,1754,Worth County,County,GA,GA,Albany,13,321,97420
2064,1755,Wabasha County,County,MN,MN,Rochester,27,157,179194
840,1756,Asotin County,County,WA,WA,Lewiston,53,3,183036
1845,1757,Labette County,County,KS,KS,Parsons,20,99,49976
3177,1758,Pottawatomie County,County,KS,KS,Manhattan,20,149,180964
2190,1759,Cherokee County,County,KS,KS,,20,21,64234
264,1760,Owen County,County,IN,IN,Bloomington,18,119,106302
2564,1761,Sullivan County,County,IN,IN,Terre Haute,18,153,76624
618,1762,Macon County,County,AL,AL,,1,87,40078
782,1763,Vilas County,County,WI,WI,,55,125,186618
2121,1764,Anderson County,County,KY,KY,Frankfort,21,5,135150
952,1765,Colusa County,County,CA,CA,,6,11,213993
916,1766,Carbon County,County,UT,UT,Price,49,7,132011
1578,1767,Calhoun County,County,TX,TX,Port Lavaca,48,57,121537
1268,1768,Nobles County,County,MN,MN,Worthington,27,105,108232
878,1769,Blaine County,County,ID,ID,Hailey,16,13,446832
1059,1770,Greene County,County,NC,NC,,37,79,90531
763,1771,Union County,County,GA,GA,,13,291,181223
1198,1772,Mercer County,County,KY,KY,,21,167,113141
745,1773,Teton County,County,WY,WY,Jackson,56,39,735686
875,1774,Bertie County,County,NC,NC,,37,15,74489
954,1775,Conway County,County,AR,AR,,5,29,80185
75,1776,Jay County,County,IN,IN,,18,75,72630
1339,1777,Putnam County,County,GA,GA,,13,237,205473
3051,1778,Washington County,County,GA,GA,,13,303,76012
1458,1779,Vernon County,County,MO,MO,,29,217,79908
760,1780,Uinta County,County,WY,WY,Evanston,56,41,191813
2562,1781,Stutsman County,County,ND,ND,Jamestown,38,93,155883
1747,1782,Hampton County,County,SC,SC,,45,49,67141
3082,1783,Winneshiek County,County,IA,IA,,19,191,165310
1917,1784,Marengo County,County,AL,AL,,1,91,76901
972,1785,Dakota County,County,NE,NE,Sioux City,31,43,124092
3262,1785,Waynesboro City,County,VA,VA,Staunton-Waynesboro,51,820,148331
462,1787,Crook County,County,OR,OR,Prineville,41,13,211743
1477,1788,Warren County,County,NC,NC,,37,185,122425
2153,1789,Buchanan County,County,IA,IA,,19,19,123683
2031,1790,Spencer County,County,IN,IN,,18,147,115610
898,1791,Butler County,County,AL,AL,,1,13,68230
1962,1792,Pacific County,County,WA,WA,,53,49,162239
1698,1793,Fayette County,County,IA,IA,,19,65,85951
364,1794,Adams County,County,WI,WI,,55,1,114396
2209,1795,Colorado County,County,TX,TX,,48,89,119773
2263,1796,Fillmore County,County,MN,MN,Rochester,27,45,141674
1179,1797,Martin County,County,MN,MN,Fairmont,27,91,100333
1022,1798,Fulton County,County,IN,IN,,18,49,96518
2670,1799,Concordia Parish,County,LA,LA,Natchez,22,29,116620
1591,1800,Carroll County,County,IA,IA,Carroll,19,27,123179
790,1801,Wayne County,County,KY,KY,,21,231,72649
1377,1802,Sevier County,County,UT,UT,,49,41,169613
2530,1803,Saunders County,County,NE,NE,Omaha-Council Bluffs,31,155,156658
2280,1804,Franklin Parish,County,LA,LA,,22,41,85259
1907,1805,Madison County,County,NC,NC,Asheville,37,115,184074
793,1806,Wayne County,County,MS,MS,,28,153,88304
1629,1807,Clinton County,County,MO,MO,Kansas City,29,49,127204
2503,1808,Richland Parish,County,LA,LA,,22,83,76593
1424,1809,Taylor County,County,WI,WI,,55,119,112956
284,1810,Polk County,County,AR,AR,,5,113,81936
747,1811,Texas County,County,OK,OK,Guymon,40,139,88112
573,1812,Jones County,County,IA,IA,Cedar Rapids,19,105,128277
127,1813,Clay County,County,MS,MS,West Point,28,25,95856
2365,1814,Kewaunee County,County,WI,WI,Green Bay,55,61,124490
290,1816,Polk County,County,NC,NC,,37,149,187838
1877,1817,Lincoln County,County,NM,NM,Ruidoso,35,27,195481
1139,1818,La Paz County,County,AZ,AZ,,4,12,149948
1529,1819,Bandera County,County,TX,TX,San Antonio-New Braunfels,48,19,178985
1813,1820,Jackson County,County,WI,WI,,55,53,117900
1786,1821,Hubbard County,County,MN,MN,,27,57,189424
2765,1822,Klickitat County,County,WA,WA,,53,39,236581
3239,1823,East Feliciana Parish,County,LA,LA,Baton Rouge,22,37,142964
3086,1824,Buena Vista County,County,IA,IA,Storm Lake,19,21,106814
2426,1825,McIntosh County,County,OK,OK,,40,91,71954
3065,1826,Washington County,County,NE,NE,Omaha-Council Bluffs,31,177,181110
577,1827,Jones County,County,TX,TX,Abilene,48,253,81539
200,1828,Kent County,County,MD,MD,,24,29,216654
1002,1829,Elbert County,County,GA,GA,,13,105,78405
1593,1830,Carroll County,County,IN,IN,Lafayette-West Lafayette,18,15,111567
554,1831,Henry County,County,IA,IA,,19,87,111587
1661,1832,De Witt County,County,TX,TX,,48,123,106543
483,1833,Dodge County,County,MN,MN,Rochester,27,39,173110
2605,1834,Woodward County,County,OK,OK,Woodward,40,153,93056
2433,1835,Minidoka County,County,ID,ID,Burley,16,67,122503
3155,1836,Breckinridge County,County,KY,KY,,21,27,90629
1329,1837,Plumas County,County,CA,CA,,6,63,260909
1551,1838,Bourbon County,County,KY,KY,Lexington-Fayette,21,17,119798
1672,1839,Douglas County,County,IL,IL,,17,41,92999
2377,1840,Langlade County,County,WI,WI,,55,67,93457
369,1841,Allen County,County,KY,KY,Bowling Green,21,3,76893
1094,1842,Holmes County,County,FL,FL,,12,59,86358
1367,1843,Saluda County,County,SC,SC,Columbia,45,81,95309
1796,1844,Jackson County,County,IA,IA,,19,97,125203
2837,1845,Roosevelt County,County,NM,NM,Portales,35,41,98779
1288,1846,Orange County,County,IN,IN,,18,117,84308
1167,1847,Marion County,County,KY,KY,,21,155,93404
2229,1848,Crawford County,County,IL,IL,,17,33,71980
2701,1849,Freestone County,County,TX,TX,,48,161,107106
2307,1850,Gonzales County,County,TX,TX,,48,177,114826
2682,1851,Dickinson County,County,KS,KS,,20,41,110571
1970,1852,Pickens County,County,AL,AL,Tuscaloosa,1,107,75155
2442,1853,Montague County,County,TX,TX,,48,337,97628
1874,1854,Lincoln County,County,MT,MT,,30,53,192622
2376,1855,Lampasas County,County,TX,TX,Killeen-Temple,48,281,153369
2471,1856,Paulding County,County,OH,OH,,39,125,74754
3042,1857,Tishomingo County,County,MS,MS,,28,141,85030
2673,1858,Covington County,County,MS,MS,,28,31,97763
842,1859,Attala County,County,MS,MS,,28,7,82003
1654,1860,Davison County,County,SD,SD,Mitchell,46,35,140142
2918,1861,Deaf Smith County,County,TX,TX,Hereford,48,117,64819
677,1862,Perry County,County,IN,IN,,18,123,98959
603,1863,Llano County,County,TX,TX,,48,299,241536
1543,1864,Berrien County,County,GA,GA,,13,19,92586
1145,1865,Lavaca County,County,TX,TX,,48,285,136941
1896,1866,Madison County,County,FL,FL,,12,79,89795
87,1867,Lee County,County,SC,SC,,45,61,66617
1095,1868,Holmes County,County,MS,MS,,28,51,36696
2102,1868,Winston County,County,MS,MS,,28,159,75579
724,1870,Smith County,County,TN,TN,Nashville-Davidson--Murfreesboro--Franklin,47,159,113097
1484,1871,Waseca County,County,MN,MN,,27,161,127938
2741,1872,Jefferson County,County,KS,KS,Topeka,20,87,141119
778,1873,Union County,County,TN,TN,Knoxville,47,173,125208
1750,1874,Hancock County,County,IL,IL,Fort Madison-Keokuk,17,67,77507
868,1875,Benton County,County,MO,MO,,29,15,87155
2932,1876,Green Lake County,County,WI,WI,,55,47,131311
1783,1877,Houston County,County,MN,MN,La Crosse-Onalaska,27,55,170347
2128,1878,Arkansas County,County,AR,AR,,5,1,70064
679,1879,Perry County,County,MO,MO,,29,157,122159
2988,1880,New Madrid County,County,MO,MO,,29,143,67881
2829,1881,Poweshiek County,County,IA,IA,,19,157,135061
2331,1882,Harrison County,County,KY,KY,,21,97,79762
663,1883,Otero County,County,CO,CO,,8,89,79691
1501,1884,Wright County,County,MO,MO,,29,229,87418
1770,1885,Haywood County,County,TN,TN,Brownsville,47,75,77607
1319,1886,Pierce County,County,GA,GA,Waycross,13,229,111626
363,1887,Adams County,County,WA,WA,Othello,53,1,147732
986,1888,Dekalb County,County,TN,TN,,47,41,118565
350,1889,Adair County,County,KY,KY,,21,1,88789
2254,1890,Duchesne County,County,UT,UT,,49,13,196827
2256,1891,Eastland County,County,TX,TX,,48,133,70941
495,1892,Edgar County,County,IL,IL,,17,45,60713
3140,1893,Southampton County,County,VA,VA,,51,175,145203
819,1894,Young County,County,TX,TX,,48,503,88006
188,1895,Inyo County,County,CA,CA,,6,27,341230
2728,1896,Humphreys County,County,TN,TN,,47,85,103228
277,1897,Pike County,County,MO,MO,,29,163,78856
150,1898,Drew County,County,AR,AR,,5,43,79799
430,1899,Cedar County,County,IA,IA,,19,31,150159
1965,1900,Patrick County,County,VA,VA,,51,141,95372
2451,1901,New Kent County,County,VA,VA,Richmond,51,127,245178
2150,1902,Brantley County,County,GA,GA,Brunswick,13,25,92004
1064,1903,Greene County,County,VA,VA,Charlottesville,51,79,220461
381,1904,Banks County,County,GA,GA,,13,11,150873
2533,1905,Schuyler County,County,NY,NY,,36,97,117702
588,1906,Lamar County,County,GA,GA,Atlanta-Sandy Springs-Roswell,13,171,108690
1449,1907,Unicoi County,County,TN,TN,Johnson City,47,171,107117
2419,1908,McCreary County,County,KY,KY,,21,147,49818
2472,1909,Pemiscot County,County,MO,MO,,29,155,63249
1937,1910,Montour County,County,PA,PA,Bloomsburg-Berwick,42,93,157064
2403,1911,Mariposa County,County,CA,CA,,6,43,264277
1826,1912,Johnson County,County,TN,TN,,47,91,93838
1516,1913,Appling County,County,GA,GA,,13,1,76956
887,1914,Bosque County,County,TX,TX,,48,35,101745
177,1915,Hart County,County,KY,KY,,21,99,80109
1623,1917,Clayton County,County,IA,IA,,19,43,111597
2271,1918,Franklin County,County,AR,AR,,5,47,89984
1886,1919,Lincoln County,County,WY,WY,,56,23,247329
2508,1920,Richland County,County,WI,WI,,55,103,116223
1792,1921,Jackson County,County,AR,AR,,5,67,42479
2490,1922,Randolph County,County,AR,AR,,5,121,77510
2262,1923,Fentress County,County,TN,TN,,47,49,87436
2962,1924,Los Alamos County,County,NM,NM,Los Alamos,35,28,254023
464,1925,Cross County,County,AR,AR,,5,37,75682
273,1926,Pike County,County,GA,GA,Atlanta-Sandy Springs-Roswell,13,231,158800
1231,1927,Morgan County,County,GA,GA,Atlanta-Sandy Springs-Roswell,13,211,206987
509,1928,Falls County,County,TX,TX,Waco,48,145,68775
2030,1928,Socorro County,County,NM,NM,,35,53,117990
1560,1931,Bristol City,County,VA,VA,Kingsport-Bristol-Bristol,51,520,88707
1504,1932,Yancey County,County,NC,NC,,37,199,153053
1606,1933,Chaffee County,County,CO,CO,,8,15,312128
765,1934,Union County,County,IL,IL,,17,181,95450
376,1935,Avery County,County,NC,NC,,37,11,143371
734,1936,Stone County,County,MS,MS,,28,131,108964
102,1937,Bond County,County,IL,IL,St. Louis,17,5,94693
315,1938,Tama County,County,IA,IA,,19,171,97498
2246,1939,Delaware County,County,IA,IA,,19,55,131256
1472,1940,Warren County,County,IL,IL,,17,187,73507
2140,1941,Ben Hill County,County,GA,GA,Fitzgerald,13,17,70066
955,1942,Cooper County,County,MO,MO,,29,53,113931
3047,1943,Washington County,County,AL,AL,,1,129,
2007,1944,Russell County,County,KY,KY,,21,207,79369
1239,1945,Morgan County,County,WV,WV,,54,65,144629
3116,1946,Piscataquis County,County,ME,ME,,23,21,96324
1077,1947,Hardin County,County,IA,IA,,19,83,84185
1028,1948,Gaines County,County,TX,TX,,48,165,127423
873,1949,Benzie County,County,MI,MI,Traverse City,26,19,152456
627,1950,Mason County,County,KY,KY,Maysville,21,161,77530
1331,1951,Potter County,County,PA,PA,,42,105,73849
3201,1952,Westmoreland County,County,VA,VA,,51,193,188771
2641,1953,Brunswick County,County,VA,VA,,51,25,95865
2379,1954,Lawrence County,County,AR,AR,,5,75,54208
3291,1955,Colonial Heights City,County,VA,VA,Richmond,51,570,150053
858,1956,Beadle County,County,SD,SD,Huron,46,5,110825
310,1957,Rush County,County,IN,IN,,18,139,103352
2655,1957,Chickasaw County,County,MS,MS,,28,17,75192
668,1959,Parke County,County,IN,IN,,18,121,91080
2028,1960,Simpson County,County,KY,KY,,21,213,106086
552,1961,Henry County,County,AL,AL,Dothan,1,67,91678
2858,1962,Van Buren County,County,AR,AR,,5,141,84716
832,1963,Andrew County,County,MO,MO,St. Joseph,29,3,143275
523,1964,Giles County,County,VA,VA,Blacksburg-Christiansburg-Radford,51,71,100771
716,1965,Sharp County,County,AR,AR,,5,135,65338
1696,1966,Fayette County,County,AL,AL,,1,57,65161
2269,1967,Fountain County,County,IN,IN,,18,45,84092
162,1968,Frio County,County,TX,TX,,48,163,76080
138,1969,Cook County,County,GA,GA,,13,75,81867
2662,1970,Claiborne Parish,County,LA,LA,,22,27,100133
2158,1971,Burleson County,County,TX,TX,College Station-Bryan,48,51,119125
2362,1972,Kalkaska County,County,MI,MI,Traverse City,26,79,109882
1324,1973,Pitkin County,County,CO,CO,Glenwood Springs,8,97,1153337
2895,1974,Buckingham County,County,VA,VA,Charlottesville,51,29,117721
